trade_date,symbol,open,high,low,close,pre_close,volume,amount,turnover,pct_chg,adjustment_mode,trading_status,is_st,pe_ttm,pb,benchmark_symbol,benchmark_return_1d,benchmark_return_5d,benchmark_return_20d,forward_return_1d,forward_return_5d,forward_return_20d,benchmark_excess_return_1d,benchmark_excess_return_5d,benchmark_excess_return_20d,label_ready_1d,label_ready_5d,label_ready_20d,source_provider,source_provider_priority,crosscheck_provider,crosscheck_status,source_warning_codes,panel_contract_status,universe_mode,non_actionable_disclaimer
2026-03-17,002352.SZ,37.71,38.07,37.4,37.49,37.7,17718146,669464879.85,0.3713,-0.557,baostock_adjustflag_3_unadjusted,trading,false,17.394204,1.923253,000300.SH,0.0045053313,-0.0350876406,0.0103089653,-0.0098692985,-0.0474793278,0.0045345425,-0.0143746298,-0.0123916872,-0.0057744228,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-18,002352.SZ,37.49,37.58,36.9,37.12,37.49,19024868,706353148.94,0.3987,-0.9869,baostock_adjustflag_3_unadjusted,trading,false,17.222536,1.904272,000300.SH,-0.0161176347,-0.0259463666,0.0168032878,-0.0148168103,-0.0185883621,0.0118534483,0.0013008244,0.0073580045,-0.0049498395,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-19,002352.SZ,36.85,37.04,36.5,36.57,37.12,15914516,584724639.72,0.3335,-1.4817,baostock_adjustflag_3_unadjusted,trading,false,16.967353,1.876056,000300.SH,-0.0035418526,-0.0230658975,0.0317286784,0.0060158600,0.0030079300,0.0035548264,0.0095577126,0.0260738275,-0.0281738520,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-20,002352.SZ,36.76,37.3,36.76,36.79,36.57,23979425,887565499.91,0.5025,0.6016,baostock_adjustflag_3_unadjusted,trading,false,17.069426,1.887342,000300.SH,-0.0326297823,-0.0141116373,0.0416954792,-0.0410437619,0.0076107638,-0.0035335689,-0.0084139796,0.0217224011,-0.0452290481,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-23,002352.SZ,36.5,36.5,35.11,35.28,36.79,38813368,1381223790.4,0.8134,-4.1044,baostock_adjustflag_3_unadjusted,trading,false,16.368832,1.809879,000300.SH,0.0128395965,0.0167390105,0.0792213965,0.0121882086,0.0419501134,0.0450680272,-0.0006513879,0.0252111028,-0.0341533693,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-24,002352.SZ,35.61,35.75,35.35,35.71,35.28,15303579,544381815.26,0.3207,1.2188,baostock_adjustflag_3_unadjusted,trading,false,16.568339,1.831938,000300.SH,0.0140216966,-0.0055138839,0.0726088841,0.0201624195,0.0652478297,0.0305236628,0.0061407229,0.0707617137,-0.0420852212,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-25,002352.SZ,35.83,36.49,35.74,36.43,35.71,18240998,659254629.51,0.3822,2.0162,baostock_adjustflag_3_unadjusted,trading,false,16.902397,1.868874,000300.SH,-0.0132081001,-0.0025121513,0.0548459695,0.0068624760,0.0455668405,0.0074114741,0.0200705761,0.0480789918,-0.0474344955,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-26,002352.SZ,36.4,37.07,36.27,36.68,36.43,22455896,826380431.03,0.4706,0.6862,baostock_adjustflag_3_unadjusted,trading,false,17.018389,1.881699,000300.SH,0.0055913586,0.0003081607,0.0651775018,0.0106324973,0.0398037077,-0.0049073064,0.0050411387,0.0394955471,-0.0700848083,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-27,002352.SZ,36.4,37.13,36.31,37.07,36.68,17250026,637269819.26,0.3615,1.0632,baostock_adjustflag_3_unadjusted,trading,false,17.199337,1.901707,000300.SH,-0.0023586086,-0.0137212531,0.0596053169,-0.0083625573,0.0145670353,-0.0051254384,-0.0060039487,0.0282882885,-0.0647307553,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-30,002352.SZ,36.72,37.07,36.65,36.76,37.07,12632667,465104429.49,0.2647,-0.8363,baostock_adjustflag_3_unadjusted,trading,false,17.055507,1.885803,000300.SH,-0.0093279533,-0.0114279545,0.0592745467,0.0348204570,0.0280195865,0.0070729053,0.0441484104,0.0394475410,-0.0522016414,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-03-31,002352.SZ,37.53,38.46,37.53,38.04,36.76,54754770,2089701578.78,1.1479,3.482,baostock_adjustflag_3_unadjusted,trading,false,17.24352,1.931109,000300.SH,0.0170823950,0.0326977726,0.0809648334,0.0013144059,-0.0023659306,-0.0315457413,-0.0157679891,-0.0350637032,-0.1125105747,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-01,002352.SZ,38.42,38.66,37.92,38.09,38.04,25909214,987338093.18,0.5432,0.1314,baostock_adjustflag_3_unadjusted,trading,false,17.266185,1.933647,000300.SH,-0.0104180301,0.0088723613,0.0621378589,0.0013126805,-0.0147020215,-0.0259910738,0.0117307106,-0.0235743828,-0.0881289326,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-02,002352.SZ,38.11,38.35,37.75,38.14,38.09,25925125,987990120.04,0.5435,0.1313,baostock_adjustflag_3_unadjusted,trading,false,17.28885,1.936186,000300.SH,-0.0085121525,0.0351985764,0.0889008119,-0.0138961720,-0.0207131620,-0.0225485055,-0.0053840195,-0.0559117384,-0.1114493174,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-03,002352.SZ,38.04,38.26,37.55,37.61,38.14,15255832,577200620.79,0.3198,-1.3896,baostock_adjustflag_3_unadjusted,trading,false,17.048601,1.90928,000300.SH,-0.0000388895,0.0462453192,0.1035223494,0.0047859612,-0.0170167509,-0.0010635469,0.0048248507,-0.0632620700,-0.1045858963,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-07,002352.SZ,37.55,37.84,37.34,37.79,37.61,19643704,739583438.03,0.4118,0.4786,baostock_adjustflag_3_unadjusted,trading,false,17.130195,1.918418,000300.SH,0.0348915090,0.0587007497,0.0971252593,0.0042339243,-0.0161418365,-0.0023815824,-0.0306575847,-0.0748425861,-0.0995068418,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-08,002352.SZ,38.16,38.25,37.73,37.95,37.79,27036911,1025471318.35,0.5668,0.4234,baostock_adjustflag_3_unadjusted,trading,false,17.202723,1.92654,000300.SH,-0.0063827533,0.0195167679,0.0775272024,-0.0110671937,-0.0076416337,-0.0139657444,-0.0046844404,-0.0271584017,-0.0914929468,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-09,002352.SZ,37.8,37.94,37.47,37.53,37.95,14008238,526675717.58,0.2937,-1.1067,baostock_adjustflag_3_unadjusted,trading,false,17.012337,1.905219,000300.SH,0.0154048081,0.0373139844,0.0836189432,-0.0047961631,0.0007993605,-0.0151878497,-0.0202009712,-0.0365146239,-0.0988067929,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-10,002352.SZ,37.63,37.67,37.32,37.35,37.53,15815412,592776156.44,0.3316,-0.4796,baostock_adjustflag_3_unadjusted,trading,false,16.930743,1.896081,000300.SH,0.0020681472,0.0198651567,0.0780267636,-0.0101740295,-0.0174029451,-0.0184738956,-0.0122421767,-0.0372681018,-0.0965006591,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-13,002352.SZ,37.19,37.23,36.66,36.97,37.35,19549657,720821172.73,0.4098,-1.0174,baostock_adjustflag_3_unadjusted,trading,false,16.758489,1.87679,000300.SH,0.0118655328,0.0239525607,0.0577773499,0.0056802813,-0.0083851772,-0.0200162294,-0.0061852515,-0.0323377379,-0.0777935793,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-14,002352.SZ,37.12,37.27,36.81,37.18,36.97,17356924,641995787.24,0.3639,0.568,baostock_adjustflag_3_unadjusted,trading,false,16.853682,1.887451,000300.SH,-0.0034112598,0.0141904433,0.0336735688,0.0129101668,-0.0083378160,-0.0357719204,0.0163214265,-0.0225282594,-0.0694454892,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-15,002352.SZ,37.5,38.23,37.5,37.66,37.18,27306202,1032000564.74,0.5725,1.291,baostock_adjustflag_3_unadjusted,trading,false,17.071266,1.911818,000300.SH,0.0109623477,0.0244129316,0.0316477059,-0.0026553372,-0.0228359002,-0.0512480085,-0.0136176849,-0.0472488318,-0.0828957144,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-16,002352.SZ,37.8,37.94,37.4,37.56,37.66,15821041,594999659.9,0.3317,-0.2655,baostock_adjustflag_3_unadjusted,trading,false,17.025936,1.906742,000300.SH,-0.0016754818,0.0104968794,0.0245482648,-0.0228966986,-0.0228966986,-0.0604366347,-0.0212212168,-0.0333935781,-0.0849848995,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-17,002352.SZ,37.36,37.36,36.65,36.7,37.56,28987793,1066571769.67,0.6077,-2.2897,baostock_adjustflag_3_unadjusted,trading,false,16.636098,1.863084,000300.SH,0.0060842246,0.0086064763,0.0258060636,-0.0010899183,-0.0054495913,-0.0267029973,-0.0071741428,-0.0140560676,-0.0525090609,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
2026-04-20,002352.SZ,36.55,36.8,36.5,36.66,36.7,16344256,598737136.44,0.3426,-0.109,baostock_adjustflag_3_unadjusted,trading,false,16.617966,1.861053,000300.SH,0.0022186503,0.0028387104,0.0053927511,0.0057283142,0.0060010911,-0.0321876705,0.0035096639,0.0031623807,-0.0375804216,true,true,true,baostock,1,akshare,not_checked_sample_scope_or_provider_unavailable,canonical_approved_universe_below_50;crosscheck_sample_scope_limited,source_backed_evaluation_panel_ready_for_dc03,provider_panel_candidate_universe_review_only,review_only_panel_not_trading_or_position_output
