label_source_path,source_role,exists,row_count,unique_symbols,unique_trade_dates,date_min,date_max,has_trade_date_symbol,has_forward_return_1d,has_forward_return_5d,has_forward_return_20d,has_excess_return_1d,has_excess_return_5d,has_excess_return_20d,contract_valid_for_goal10b1,overlap_symbols_with_goal08b,t_plus_1_covered_goal08b_rows,t_plus_1_missing_goal08b_rows,supports_repair_candidate,repair_limitation_codes
outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,goal10b_primary,true,100,1,100,2024-06-17,2024-11-26,true,true,true,false,true,true,false,true,1,99,1,false,limited_t_plus_1_label_coverage;missing_excess_return_20d;missing_forward_return_20d;single_symbol_label_coverage
outputs/samples/source_backed_label_panel_sample.csv,candidate_existing_artifact,true,100,1,100,2024-06-17,2024-11-26,true,true,true,false,true,true,false,true,1,99,1,false,limited_t_plus_1_label_coverage;missing_excess_return_20d;missing_forward_return_20d;single_symbol_label_coverage
outputs/stage6c/STAGE6C_engineering_expanded_validation_dataset_sample.csv,candidate_existing_artifact,true,8,2,4,2026-06-16,2026-06-19,true,true,true,false,true,false,false,false,0,0,100,false,limited_t_plus_1_label_coverage;missing_excess_return_20d;missing_excess_return_5d;missing_forward_return_20d;no_goal08b_symbol_overlap
outputs/stage6c/STAGE6C_expanded_validation_dataset.csv,candidate_existing_artifact,true,8,2,4,2026-06-16,2026-06-19,true,false,false,false,false,false,false,false,0,0,100,false,limited_t_plus_1_label_coverage;missing_excess_return_1d;missing_excess_return_20d;missing_excess_return_5d;missing_forward_return_1d;missing_forward_return_20d;missing_forward_return_5d;no_goal08b_symbol_overlap
outputs/labels/engineering_label_panel_sample.csv,candidate_existing_artifact,true,8,2,4,2026-06-16,2026-06-19,true,true,true,false,true,true,false,true,0,0,100,false,limited_t_plus_1_label_coverage;missing_excess_return_20d;missing_forward_return_20d;no_goal08b_symbol_overlap
outputs/labels/daily_label_snapshot.csv,candidate_existing_artifact,true,8,2,0,,,false,false,false,false,false,false,false,false,0,0,100,false,limited_t_plus_1_label_coverage;missing_excess_return_1d;missing_excess_return_20d;missing_excess_return_5d;missing_forward_return_1d;missing_forward_return_20d;missing_forward_return_5d;missing_trade_date_symbol;no_goal08b_symbol_overlap
