trade_date,symbol,signal_date,execution_date,recommendation_eligibility,actionability_status,risk_severity,warning_codes,evaluation_status,evaluation_reason,forward_return_1d,forward_return_5d,forward_return_20d,benchmark_excess_return_1d,benchmark_excess_return_5d,benchmark_excess_return_20d,label_source_path,label_source_trade_date,label_ready,diagnostic_mode,non_actionable_disclaimer
2024-08-15,000001.SZ,2024-08-15,2024-08-16,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.017917,0.038074,,0.014528,0.043586,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-08-16,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-08-16,000001.SZ,2024-08-16,2024-08-19,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.005501,0.022002,,0.012731,0.031758,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-08-19,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-08-19,000001.SZ,2024-08-19,2024-08-20,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.001094,0.009847,,0.004413,0.01806,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-08-20,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-08-20,000001.SZ,2024-08-20,2024-08-21,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.003279,-0.002186,,0.005838,0.008393,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-08-21,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-08-21,000001.SZ,2024-08-21,2024-09-05,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.001127,-0.037204,,0.009234,-0.011023,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-05,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-05,000001.SZ,2024-09-05,2024-09-06,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.025901,-0.042793,,-0.014017,-0.02048,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-06,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-06,000001.SZ,2024-09-06,2024-09-09,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.00578,-0.009249,,0.0049,-0.002378,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-09,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-09,000001.SZ,2024-09-09,2024-09-10,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.028736,-0.010345,,-0.025723,-0.010433,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-10,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-10,000001.SZ,2024-09-10,2024-09-11,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.010651,0.029586,,0.014938,0.024903,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-11,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-11,000001.SZ,2024-09-11,2024-09-12,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.004684,0.035129,,-0.000517,0.022429,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-12,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-12,000001.SZ,2024-09-12,2024-09-13,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.008235,0.078824,,0.004513,0.017841,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-13,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-13,000001.SZ,2024-09-13,2024-09-18,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.004667,0.085181,,-0.003226,0.012485,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-18,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-18,000001.SZ,2024-09-18,2024-09-19,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.010453,0.155633,,0.008885,0.046348,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-19,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-19,000001.SZ,2024-09-19,2024-09-20,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.016092,0.174713,,0.012434,0.017693,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-20,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-20,000001.SZ,2024-09-20,2024-09-23,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.03733,0.245475,,-0.005982,-0.005116,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-23,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-23,000001.SZ,2024-09-23,2024-09-24,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.014177,0.273719,,-0.000627,0.003965,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-24,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-24,000001.SZ,2024-09-24,2024-09-25,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.069892,0.126882,,0.02762,-0.036118,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-25,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-25,000001.SZ,2024-09-25,2024-09-26,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.027136,0.107538,,-0.017531,-0.020087,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-26,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-26,000001.SZ,2024-09-26,2024-09-27,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.077299,0.052838,,-0.007527,0.003295,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-27,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-27,000001.SZ,2024-09-27,2024-09-30,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.060854,0.004541,,0.001556,0.018606,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-09-30,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-09-30,000001.SZ,2024-09-30,2024-10-08,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.10274,-0.063356,,-0.032225,0.030653,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-08,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-08,000001.SZ,2024-10-08,2024-10-09,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.051527,0.05916,,0.040958,0.090604,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-09,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-09,000001.SZ,2024-10-09,2024-10-10,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.023593,-0.002722,,0.004077,0.049699,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-10,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-10,000001.SZ,2024-10-10,2024-10-11,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.027881,0.02974,,0.0088,0.019949,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-11,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-11,000001.SZ,2024-10-11,2024-10-14,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.01085,-0.018987,,0.015745,-0.012388,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-14,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-14,000001.SZ,2024-10-14,2024-10-15,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.014625,-0.010055,,0.020953,-0.036453,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-15,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-15,000001.SZ,2024-10-15,2024-10-16,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.00991,-0.018018,,0.001409,-0.054979,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-16,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-16,000001.SZ,2024-10-16,2024-10-17,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.008189,-0.018198,,-0.027978,-0.055316,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-17,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-17,000001.SZ,2024-10-17,2024-10-18,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.020758,-0.029783,,-0.023298,-0.037729,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-18,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-18,000001.SZ,2024-10-18,2024-10-21,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.001843,-0.015668,,-0.007581,-0.023027,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-21,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-21,000001.SZ,2024-10-21,2024-10-22,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.006464,-0.023084,,0.002565,-0.014713,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-22,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-22,000001.SZ,2024-10-22,2024-10-23,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.010092,-0.049541,,0.001078,-0.02846,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-23,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-23,000001.SZ,2024-10-23,2024-10-24,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.003707,-0.034291,,-0.010729,-0.024672,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-24,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-24,000001.SZ,2024-10-24,2024-10-25,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.006512,-0.026047,,-0.008468,-0.009264,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-25,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-25,000001.SZ,2024-10-25,2024-10-28,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.009363,-0.016854,,0.000604,-0.01196,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-28,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-28,000001.SZ,2024-10-28,2024-10-29,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.020794,0.010397,,-0.011825,-0.020159,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-29,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-29,000001.SZ,2024-10-29,2024-10-30,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.005792,0.022201,,0.005383,-0.012465,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-30,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-30,000001.SZ,2024-10-30,2024-10-31,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.004798,0.050864,,0.00506,-0.014584,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-10-31,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-10-31,000001.SZ,2024-10-31,2024-11-01,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.002865,0.027698,,-0.011207,-0.027322,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-01,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-01,000001.SZ,2024-11-01,2024-11-04,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.018095,0.013333,,-0.007207,-0.033912,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-04,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-04,000001.SZ,2024-11-04,2024-11-05,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.009355,-0.01029,,-0.004338,-0.020469,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-05,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-05,000001.SZ,2024-11-05,2024-11-06,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.033994,0.005666,,0.003822,-0.015856,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-06,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-06,000001.SZ,2024-11-06,2024-11-07,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.017352,-0.03379,,-0.007305,-0.008202,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-07,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-07,000001.SZ,2024-11-07,2024-11-08,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.011152,-0.026022,,-0.01775,0.006926,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-08,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-08,000001.SZ,2024-11-08,2024-11-11,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.005639,0.014098,,0.005348,0.057851,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-11,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-11,000001.SZ,2024-11-11,2024-11-12,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.006616,0.013233,,0.00046,0.039874,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-12,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-12,000001.SZ,2024-11-12,2024-11-13,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.006573,0.002817,,0.010764,0.033253,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-13,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-13,000001.SZ,2024-11-13,2024-11-14,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.009452,0.004726,,0.008072,0.017183,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-14,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-14,000001.SZ,2024-11-14,2024-11-15,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,0.02958,-0.015267,,0.034229,0.010718,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-15,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-15,000001.SZ,2024-11-15,2024-11-18,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.006487,-0.052827,,-0.013198,-0.026933,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-18,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-18,000001.SZ,2024-11-18,2024-11-19,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.003731,-0.038246,,-0.005964,-0.00387,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-19,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
2024-11-19,000001.SZ,2024-11-19,2024-11-20,blocked_high_risk,never_actionable,HIGH,calibration_not_reliable_for_thresholding;feature_sign_instability_bounded;provider_source_concentration_disclosed;selected_score_variant_weak_rank_signal;single_provider_mode_akshare_direct;target_horizon_calibration_warning;weak_target_horizon_rank_signal,evaluable,t_plus_1_label_available,-0.004682,-0.023408,,-0.005568,-0.003655,,outputs/samples/stage6c_source_backed_engineering_panel_sample.csv,2024-11-20,true,review_only,GOAL-10B review-only diagnostics; not investment advice or trading instruction.
