group_type,group_value,row_count,unique_symbols,unique_trade_dates,forward_return_1d_available_rows,mean_forward_return_1d,median_forward_return_1d,hit_rate_1d,benchmark_excess_return_1d_available_rows,mean_benchmark_excess_return_1d,positive_excess_rate_1d,forward_return_5d_available_rows,mean_forward_return_5d,median_forward_return_5d,hit_rate_5d,benchmark_excess_return_5d_available_rows,mean_benchmark_excess_return_5d,positive_excess_rate_5d,forward_return_20d_available_rows,mean_forward_return_20d,median_forward_return_20d,hit_rate_20d,benchmark_excess_return_20d_available_rows,mean_benchmark_excess_return_20d,positive_excess_rate_20d
recommendation_eligibility_status,blocked_review_only_source_risk,10,1,10,10,-0.0099909666,0.0000000000,0.0000000000,10,-0.0094747570,0.5000000000,10,-0.0794218609,-0.0499548329,0.0000000000,10,-0.0785383901,0.1000000000,10,-0.0032158988,0.0042457091,0.5000000000,10,-0.0363395001,0.3000000000
recommendation_eligibility_status,eligible_for_review_only_revalidation_never_actionable,5990,50,120,5990,-0.0000610494,-0.0013067396,0.4606010017,5990,-0.0005627117,0.4370617696,5990,0.0005711417,-0.0030786865,0.4629382304,5990,-0.0031356331,0.4196994992,5990,-0.0028900664,-0.0177364992,0.4163606010,5990,-0.0148068182,0.3607679466
