trade_date,board_id,board_name,board_type,classification_system,open,high,low,close,volume,amount,turnover,constituent_count,positive_constituent_share,negative_constituent_share,trailing_return_5d,trailing_return_20d,trailing_volatility_20d,source_id,source_provider,provider_timestamp,pit_available_date,no_lookahead_status,data_status,non_actionable_disclaimer
2025-11-25,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7400000000,0.2000000000,0.0142370241,0.0290239764,,industry_indices,baostock,2025-11-25,2025-11-25,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-25,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4580080000,50,0.7400000000,0.2000000000,0.0142370241,0.0290239764,,market_turnover_proxy,baostock,2025-11-25,2025-11-25,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-26,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5600000000,0.4000000000,0.0029712733,0.0257730748,,market_breadth_proxy,baostock,2025-11-26,2025-11-26,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-26,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5600000000,0.4000000000,0.0029712733,0.0257730748,,industry_indices,baostock,2025-11-26,2025-11-26,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-26,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4031340000,50,0.5600000000,0.4000000000,0.0029712733,0.0257730748,,market_turnover_proxy,baostock,2025-11-26,2025-11-26,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-27,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.4000000000,0.5400000000,0.0069016436,0.0281554068,,market_breadth_proxy,baostock,2025-11-27,2025-11-27,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-27,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.4000000000,0.5400000000,0.0069016436,0.0281554068,,industry_indices,baostock,2025-11-27,2025-11-27,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-27,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.3681660000,50,0.4000000000,0.5400000000,0.0069016436,0.0281554068,,market_turnover_proxy,baostock,2025-11-27,2025-11-27,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-28,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7400000000,0.2400000000,0.0127854046,0.0288465124,,market_breadth_proxy,baostock,2025-11-28,2025-11-28,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-28,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7400000000,0.2400000000,0.0127854046,0.0288465124,,industry_indices,baostock,2025-11-28,2025-11-28,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-11-28,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2132440000,50,0.7400000000,0.2400000000,0.0127854046,0.0288465124,,market_turnover_proxy,baostock,2025-11-28,2025-11-28,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-01,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.6938775510,0.2244897959,0.0098916295,0.0137412210,,market_breadth_proxy,baostock,2025-12-01,2025-12-01,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-01,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.6938775510,0.2244897959,0.0098916295,0.0137412210,,industry_indices,baostock,2025-12-01,2025-12-01,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-01,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4698102041,50,0.6938775510,0.2244897959,0.0098916295,0.0137412210,,market_turnover_proxy,baostock,2025-12-01,2025-12-01,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-02,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2857142857,0.6938775510,0.0096366435,0.0212867754,,market_breadth_proxy,baostock,2025-12-02,2025-12-02,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-02,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2857142857,0.6938775510,0.0096366435,0.0212867754,,industry_indices,baostock,2025-12-02,2025-12-02,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-02,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.3281653061,50,0.2857142857,0.6938775510,0.0096366435,0.0212867754,,market_turnover_proxy,baostock,2025-12-02,2025-12-02,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-03,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2244897959,0.7551020408,0.0134138265,0.0218251687,,market_breadth_proxy,baostock,2025-12-03,2025-12-03,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-03,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2244897959,0.7551020408,0.0134138265,0.0218251687,,industry_indices,baostock,2025-12-03,2025-12-03,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-03,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.3062408163,50,0.2244897959,0.7551020408,0.0134138265,0.0218251687,,market_turnover_proxy,baostock,2025-12-03,2025-12-03,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-04,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5306122449,0.4693877551,0.0012357457,0.0376502365,,market_breadth_proxy,baostock,2025-12-04,2025-12-04,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-04,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5306122449,0.4693877551,0.0012357457,0.0376502365,,industry_indices,baostock,2025-12-04,2025-12-04,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-04,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.0478081633,50,0.5306122449,0.4693877551,0.0012357457,0.0376502365,,market_turnover_proxy,baostock,2025-12-04,2025-12-04,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-05,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7551020408,0.2448979592,-0.0007823691,0.0449679017,,market_breadth_proxy,baostock,2025-12-05,2025-12-05,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-05,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7551020408,0.2448979592,-0.0007823691,0.0449679017,,industry_indices,baostock,2025-12-05,2025-12-05,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-05,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4061877551,50,0.7551020408,0.2448979592,-0.0007823691,0.0449679017,,market_turnover_proxy,baostock,2025-12-05,2025-12-05,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-08,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5306122449,0.4693877551,-0.0150797495,0.0335178556,,market_breadth_proxy,baostock,2025-12-08,2025-12-08,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-08,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5306122449,0.4693877551,-0.0150797495,0.0335178556,,industry_indices,baostock,2025-12-08,2025-12-08,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-08,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.5169857143,50,0.5306122449,0.4693877551,-0.0150797495,0.0335178556,,market_turnover_proxy,baostock,2025-12-08,2025-12-08,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-09,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.1428571429,0.8571428571,-0.0218929564,0.0303226690,,market_breadth_proxy,baostock,2025-12-09,2025-12-09,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-09,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.1428571429,0.8571428571,-0.0218929564,0.0303226690,,industry_indices,baostock,2025-12-09,2025-12-09,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-09,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2927102041,50,0.1428571429,0.8571428571,-0.0218929564,0.0303226690,,market_turnover_proxy,baostock,2025-12-09,2025-12-09,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-10,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.6938775510,0.2857142857,-0.0026029507,0.0363896090,,market_breadth_proxy,baostock,2025-12-10,2025-12-10,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-10,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.6938775510,0.2857142857,-0.0026029507,0.0363896090,,industry_indices,baostock,2025-12-10,2025-12-10,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-10,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2837326531,50,0.6938775510,0.2857142857,-0.0026029507,0.0363896090,,market_turnover_proxy,baostock,2025-12-10,2025-12-10,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-11,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.1428571429,0.8571428571,0.0001335183,0.0522234291,,market_breadth_proxy,baostock,2025-12-11,2025-12-11,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-11,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.1428571429,0.8571428571,0.0001335183,0.0522234291,,industry_indices,baostock,2025-12-11,2025-12-11,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-11,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4050938776,50,0.1428571429,0.8571428571,0.0001335183,0.0522234291,,market_turnover_proxy,baostock,2025-12-11,2025-12-11,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-12,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7755102041,0.2244897959,-0.0027880461,0.0393111473,,market_breadth_proxy,baostock,2025-12-12,2025-12-12,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-12,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7755102041,0.2244897959,-0.0027880461,0.0393111473,,industry_indices,baostock,2025-12-12,2025-12-12,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-12,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.5803551020,50,0.7755102041,0.2244897959,-0.0027880461,0.0393111473,,market_turnover_proxy,baostock,2025-12-12,2025-12-12,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-15,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.3600000000,0.6400000000,0.0130850440,0.0417110092,,market_breadth_proxy,baostock,2025-12-15,2025-12-15,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-15,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.3600000000,0.6400000000,0.0130850440,0.0417110092,,industry_indices,baostock,2025-12-15,2025-12-15,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-15,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.3522400000,50,0.3600000000,0.6400000000,0.0130850440,0.0417110092,,market_turnover_proxy,baostock,2025-12-15,2025-12-15,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-16,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2200000000,0.7800000000,0.0273881284,0.0564472982,0.0093132933,market_breadth_proxy,baostock,2025-12-16,2025-12-16,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-16,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2200000000,0.7800000000,0.0273881284,0.0564472982,0.0093132933,industry_indices,baostock,2025-12-16,2025-12-16,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-16,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2641400000,50,0.2200000000,0.7800000000,0.0273881284,0.0564472982,0.0093132933,market_turnover_proxy,baostock,2025-12-16,2025-12-16,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-17,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.9000000000,0.0800000000,0.0118308032,0.0331881984,0.0093373383,market_breadth_proxy,baostock,2025-12-17,2025-12-17,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-17,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.9000000000,0.0800000000,0.0118308032,0.0331881984,0.0093373383,industry_indices,baostock,2025-12-17,2025-12-17,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-17,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4805680000,50,0.9000000000,0.0800000000,0.0118308032,0.0331881984,0.0093373383,market_turnover_proxy,baostock,2025-12-17,2025-12-17,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-18,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2000000000,0.8000000000,0.0197116600,0.0399014442,0.0075055519,market_breadth_proxy,baostock,2025-12-18,2025-12-18,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-18,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2000000000,0.8000000000,0.0197116600,0.0399014442,0.0075055519,industry_indices,baostock,2025-12-18,2025-12-18,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-18,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.1172020000,50,0.2000000000,0.8000000000,0.0197116600,0.0399014442,0.0075055519,market_turnover_proxy,baostock,2025-12-18,2025-12-18,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-19,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7600000000,0.1800000000,0.0194961532,0.0329891035,0.0076870652,market_breadth_proxy,baostock,2025-12-19,2025-12-19,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-19,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.7600000000,0.1800000000,0.0194961532,0.0329891035,0.0076870652,industry_indices,baostock,2025-12-19,2025-12-19,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-19,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2388640000,50,0.7600000000,0.1800000000,0.0194961532,0.0329891035,0.0076870652,market_turnover_proxy,baostock,2025-12-19,2025-12-19,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-22,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5400000000,0.4200000000,0.0060171001,0.0241662616,0.0074830481,market_breadth_proxy,baostock,2025-12-22,2025-12-22,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-22,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5400000000,0.4200000000,0.0060171001,0.0241662616,0.0074830481,industry_indices,baostock,2025-12-22,2025-12-22,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-22,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.3403460000,50,0.5400000000,0.4200000000,0.0060171001,0.0241662616,0.0074830481,market_turnover_proxy,baostock,2025-12-22,2025-12-22,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-23,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.3600000000,0.5800000000,0.0066110058,0.0222854200,0.0074170756,market_breadth_proxy,baostock,2025-12-23,2025-12-23,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-23,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.3600000000,0.5800000000,0.0066110058,0.0222854200,0.0074170756,industry_indices,baostock,2025-12-23,2025-12-23,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-23,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2725300000,50,0.3600000000,0.5800000000,0.0066110058,0.0222854200,0.0074170756,market_turnover_proxy,baostock,2025-12-23,2025-12-23,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-24,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5400000000,0.4400000000,-0.0008888753,0.0147684796,0.0074062708,market_breadth_proxy,baostock,2025-12-24,2025-12-24,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-24,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5400000000,0.4400000000,-0.0008888753,0.0147684796,0.0074062708,industry_indices,baostock,2025-12-24,2025-12-24,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-24,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.2556640000,50,0.5400000000,0.4400000000,-0.0008888753,0.0147684796,0.0074062708,market_turnover_proxy,baostock,2025-12-24,2025-12-24,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-25,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5600000000,0.3800000000,0.0162001985,0.0138778254,0.0074126228,market_breadth_proxy,baostock,2025-12-25,2025-12-25,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-25,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5600000000,0.3800000000,0.0162001985,0.0138778254,0.0074126228,industry_indices,baostock,2025-12-25,2025-12-25,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-25,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.1015960000,50,0.5600000000,0.3800000000,0.0162001985,0.0138778254,0.0074126228,market_turnover_proxy,baostock,2025-12-25,2025-12-25,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-26,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.4600000000,0.5000000000,0.0286551262,0.0104035437,0.0071573350,market_breadth_proxy,baostock,2025-12-26,2025-12-26,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-26,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.4600000000,0.5000000000,0.0286551262,0.0104035437,0.0071573350,industry_indices,baostock,2025-12-26,2025-12-26,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-26,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4754200000,50,0.4600000000,0.5000000000,0.0286551262,0.0104035437,0.0071573350,market_turnover_proxy,baostock,2025-12-26,2025-12-26,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-29,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2800000000,0.7000000000,0.0295931641,0.0169461079,0.0070515151,market_breadth_proxy,baostock,2025-12-29,2025-12-29,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-29,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2800000000,0.7000000000,0.0295931641,0.0169461079,0.0070515151,industry_indices,baostock,2025-12-29,2025-12-29,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-29,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.4458320000,50,0.2800000000,0.7000000000,0.0295931641,0.0169461079,0.0070515151,market_turnover_proxy,baostock,2025-12-29,2025-12-29,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-30,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5400000000,0.4400000000,0.0185694619,0.0220558342,0.0070293814,market_breadth_proxy,baostock,2025-12-30,2025-12-30,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-30,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.5400000000,0.4400000000,0.0185694619,0.0220558342,0.0070293814,industry_indices,baostock,2025-12-30,2025-12-30,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-30,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.3847200000,50,0.5400000000,0.4400000000,0.0185694619,0.0220558342,0.0070293814,market_turnover_proxy,baostock,2025-12-30,2025-12-30,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-31,market_breadth_proxy,Market breadth derived proxy,derived_market_breadth,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2600000000,0.7200000000,0.0278583770,0.0165014251,0.0080304756,market_breadth_proxy,baostock,2025-12-31,2025-12-31,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-31,market_dispersion_proxy,Market dispersion derived proxy,derived_market_dispersion,committed_provider02b_cross_section_proxy,,,,,,,,50,0.2600000000,0.7200000000,0.0278583770,0.0165014251,0.0080304756,industry_indices,baostock,2025-12-31,2025-12-31,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2025-12-31,market_liquidity_proxy,Market liquidity derived proxy,derived_market_liquidity,committed_provider02b_cross_section_proxy,,,,,,,1.1982880000,50,0.2600000000,0.7200000000,0.0278583770,0.0165014251,0.0080304756,market_turnover_proxy,baostock,2025-12-31,2025-12-31,passed_current_or_past_only,derived_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
