trade_date,existing_composite_regime_label,benchmark_trend_regime,benchmark_volatility_regime,breadth_regime,dispersion_regime,liquidity_regime,downside_risk_regime,broad_index_trend_5d,broad_index_trend_20d,broad_index_volatility_20d,market_turnover_level,market_liquidity_pressure,sector_breadth_positive_share,sector_dispersion_level,northbound_flow_level,margin_financing_pressure,suspension_pressure,st_risk_share,source_coverage_score,external_data_quality_score,no_lookahead_status,data_status,non_actionable_disclaimer
2026-02-03,risk_on_low_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0137739744,0.0095252097,0.0072424142,1.6551840000,liquidity_normal_review_only,0.8400000000,2.3099317384,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-04,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0032211791,-0.0023672803,0.0071474749,1.7349900000,liquidity_normal_review_only,0.8000000000,2.3801080550,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-05,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0105256514,-0.0002738084,0.0071247047,1.5788600000,liquidity_normal_review_only,0.4400000000,2.1025493741,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-06,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0036199748,0.0060218849,0.0079231398,1.5168720000,liquidity_normal_review_only,0.2600000000,2.5777152270,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-09,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0024394498,-0.0172951331,0.0078359260,1.5035620000,liquidity_normal_review_only,0.8400000000,1.8612541400,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-10,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,0.0024533181,-0.0139625471,0.0078037624,1.1348760000,liquidity_stressed_review_only,0.4000000000,1.1045225573,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-11,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,0.0027696018,-0.0276988603,0.0077942517,1.1735940000,liquidity_stressed_review_only,0.4000000000,1.9036022024,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-12,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,-0.0018923514,-0.0323249452,0.0082053698,1.2174720000,liquidity_stressed_review_only,0.3800000000,1.5936509531,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-13,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,0.0146474805,-0.0520144641,0.0085378659,1.1874140000,liquidity_stressed_review_only,0.1800000000,1.6663498537,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-24,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0109712835,-0.0494571267,0.0086128279,1.4594600000,liquidity_normal_review_only,0.6200000000,2.7328734313,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-25,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0281385797,-0.0418971674,0.0086234292,1.5662260000,liquidity_normal_review_only,0.6800000000,1.6915276999,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-26,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0167514094,-0.0527493657,0.0086572336,1.5894860000,liquidity_normal_review_only,0.3200000000,2.3059537356,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-02-27,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0106583875,-0.0441716614,0.0086361000,1.4098500000,liquidity_normal_review_only,0.5200000000,1.7909898134,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-02,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0239419813,-0.0500603468,0.0092858123,1.7292800000,liquidity_normal_review_only,0.1600000000,2.5274254177,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-03,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,0.0040507776,-0.0442120896,0.0095862115,1.9183380000,liquidity_expanded_review_only,0.1400000000,2.0675002031,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-04,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,0.0221332841,-0.0166335309,0.0098478527,1.4060240000,liquidity_stressed_review_only,0.2000000000,1.6125175688,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-05,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0085780209,-0.0363143677,0.0096986884,1.4107020000,liquidity_normal_review_only,0.7600000000,2.0800077331,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-06,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,0.0018669915,-0.0471307746,0.0096828290,1.2560660000,liquidity_stressed_review_only,0.7400000000,1.6053105438,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-09,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0121556810,-0.0378811832,0.0089176652,1.6897980000,liquidity_normal_review_only,0.2600000000,2.6982433674,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-10,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,-0.0079826623,-0.0169421028,0.0086597784,1.2831100000,liquidity_stressed_review_only,0.8600000000,1.6462001536,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-11,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0098126348,-0.0293915019,0.0085128465,1.4616680000,liquidity_normal_review_only,0.6600000000,1.7482946946,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-12,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0222523014,-0.0108787085,0.0084520808,1.5724760000,liquidity_normal_review_only,0.4400000000,2.1797377482,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-13,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0218717151,-0.0049228338,0.0083480602,1.5014960000,liquidity_normal_review_only,0.3600000000,1.4139401185,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-16,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0542778106,0.0063628864,0.0076521856,1.4879920000,liquidity_normal_review_only,0.4600000000,1.9000835866,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-17,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0350876406,0.0103089653,0.0077308769,1.5386820000,liquidity_normal_review_only,0.3400000000,1.8207128017,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-18,liquidity_stress_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,-0.0259463666,0.0168032878,0.0084315567,1.3237240000,liquidity_stressed_review_only,0.3800000000,2.3103497768,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-19,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_high_review_only,-0.0230658975,0.0317286784,0.0084223155,1.4851520000,liquidity_normal_review_only,0.1200000000,2.2157378616,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-20,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0141116373,0.0416954792,0.0105865371,1.7300920000,liquidity_normal_review_only,0.3200000000,2.3702488621,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-23,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,0.0167390105,0.0792213965,0.0107654560,1.9379160000,liquidity_expanded_review_only,0.0600000000,2.0608858220,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-24,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0055138839,0.0726088841,0.0112130679,1.5524680000,liquidity_normal_review_only,0.8800000000,1.9155682165,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-25,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0025121513,0.0548459695,0.0114721367,1.4811080000,liquidity_normal_review_only,0.8200000000,1.7978980565,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-26,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_high_review_only,0.0003081607,0.0651775018,0.0116087167,1.4294940000,liquidity_normal_review_only,0.1400000000,1.7707025873,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-27,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0137212531,0.0596053169,0.0115264746,1.5652440000,liquidity_normal_review_only,0.8000000000,2.0040583339,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-30,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,-0.0114279545,0.0592745467,0.0112601152,1.5317760000,liquidity_normal_review_only,0.4400000000,2.0258662268,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-03-31,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0326977726,0.0809648334,0.0117923957,1.5406320000,liquidity_normal_review_only,0.2600000000,2.9048855257,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-01,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0088723613,0.0621378589,0.0117098110,1.4576060000,liquidity_normal_review_only,0.8600000000,2.0693562215,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-02,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,0.0351985764,0.0889008119,0.0117493711,1.5018540000,liquidity_normal_review_only,0.3200000000,2.1722519266,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-03,liquidity_stress_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,0.0462453192,0.1035223494,0.0116365565,1.2128460000,liquidity_stressed_review_only,0.1200000000,1.6963125982,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-07,liquidity_stress_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,0.0587007497,0.0971252593,0.0138171449,1.0832500000,liquidity_stressed_review_only,0.3400000000,1.7289111119,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-08,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0195167679,0.0775272024,0.0137678558,1.8560400000,liquidity_normal_review_only,0.9600000000,2.7234360878,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-09,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0373139844,0.0836189432,0.0142309981,1.5485340000,liquidity_normal_review_only,0.1800000000,1.9134986148,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-10,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0198651567,0.0780267636,0.0142176118,1.9321020000,liquidity_expanded_review_only,0.7600000000,2.2051311672,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-13,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0239525607,0.0577773499,0.0144571842,1.7485720000,liquidity_normal_review_only,0.4600000000,1.8087469683,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-14,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0141904433,0.0336735688,0.0143778582,1.7573980000,liquidity_normal_review_only,0.7800000000,1.7507961078,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-15,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0244129316,0.0316477059,0.0145332194,1.7590380000,liquidity_normal_review_only,0.4400000000,1.9496230702,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-16,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0104968794,0.0245482648,0.0140174297,1.6850380000,liquidity_normal_review_only,0.5400000000,2.0378935045,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-17,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0086064763,0.0258060636,0.0139957609,1.6500020000,liquidity_normal_review_only,0.2000000000,2.0979365548,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-20,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0028387104,0.0053927511,0.0115060959,1.7382980000,liquidity_normal_review_only,0.5200000000,2.1743628452,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-21,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,-0.0020530005,0.0161700186,0.0113429463,1.6620560000,liquidity_normal_review_only,0.4000000000,1.9056912199,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-22,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0022334652,0.0254124748,0.0111585668,1.8648620000,liquidity_normal_review_only,0.5600000000,2.4054513164,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-23,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0043832356,0.0337465430,0.0106555979,1.9975480000,liquidity_expanded_review_only,0.2600000000,2.3823192280,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-24,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0225867205,0.0291029287,0.0106586964,2.1211520000,liquidity_expanded_review_only,0.4400000000,3.1012250947,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-27,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0271566426,0.0300289236,0.0106666724,2.0205860000,liquidity_expanded_review_only,0.5400000000,2.5267449639,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-28,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,0.0238963687,0.0281435766,0.0104134021,1.8822160000,liquidity_normal_review_only,0.5400000000,2.9653366019,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
2026-04-29,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,0.0294136381,0.0070491383,0.0100043995,2.1740080000,liquidity_expanded_review_only,0.7800000000,2.4163781287,not_available_offline_replay,not_available_offline_replay,0.0000000000,0.0000000000,0.6800000000,0.7200000000,passed_current_or_past_only,expanded_from_committed_provider02b_and_regime01,research_only_not_recommendation_or_position_output
