provider_mode,provider_id,source_bundle_id,row_count,symbol_count,trading_date_count,concentration_status,production_diversification_sufficient
akshare_direct,eastmoney_akshare_contract,goal06c7_provider_ladder_engineering_pilot_current,6000,50,120,single_provider_mode_akshare_direct,false
