index_id,index_name,trade_date,close,return_1d,source_provider,no_lookahead_status
sh000300,csi300,2023-10-30,3583.772,0.00600356,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-10-31,3572.506,-0.00314362,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-01,3571.027,-0.000414,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-02,3554.189,-0.00471517,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-03,3584.136,0.00842583,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-06,3632.608,0.01352404,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-07,3619.759,-0.00353713,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-08,3611.072,-0.00239988,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-09,3612.826,0.00048573,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-10,3586.489,-0.00728986,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-13,3579.414,-0.00197268,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-14,3582.058,0.00073867,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-15,3607.245,0.00703143,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-16,3572.364,-0.00966971,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-17,3568.069,-0.00120229,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-20,3576.323,0.0023133,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-21,3581.067,0.0013265,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-22,3544.416,-0.01023466,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-23,3561.52,0.00482562,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-24,3538.009,-0.00660139,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-27,3511.942,-0.0073677,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-28,3518.523,0.00187389,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-29,3488.307,-0.00858769,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-11-30,3496.203,0.00226356,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-01,3482.881,-0.00381042,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-04,3460.138,-0.00652994,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-05,3394.257,-0.01903999,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-06,3399.598,0.00157354,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-07,3391.282,-0.00244617,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-08,3399.462,0.00241207,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-11,3419.455,0.00588122,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-12,3426.803,0.00214888,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-13,3369.605,-0.01669136,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-14,3351.964,-0.00523533,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-15,3341.552,-0.00310624,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-18,3329.366,-0.00364681,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-19,3334.041,0.00140417,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-20,3297.502,-0.01095937,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-21,3330.87,0.01011918,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-22,3337.228,0.00190881,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-25,3347.451,0.00306332,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-26,3324.79,-0.00676963,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-27,3336.357,0.00347902,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-28,3414.54,0.02343364,akshare_sina,passed_current_or_past_only
sh000300,csi300,2023-12-29,3431.11,0.00485278,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-02,3386.352,-0.01304476,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-03,3378.297,-0.00237867,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-04,3347.052,-0.00924874,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-05,3329.111,-0.00536024,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-08,3286.056,-0.01293288,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-09,3292.499,0.00196071,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-10,3277.129,-0.00466819,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-11,3295.672,0.00565831,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-12,3284.167,-0.00349094,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-15,3280.92,-0.00098868,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-16,3300.876,0.00608244,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-17,3229.082,-0.02174998,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-18,3274.729,0.01413622,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-19,3269.776,-0.00151249,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-22,3218.902,-0.01555886,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-23,3231.933,0.00404827,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-24,3277.109,0.01397801,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-25,3342.919,0.02008172,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-26,3333.821,-0.00272157,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-29,3303.96,-0.00895699,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-30,3245.039,-0.01783345,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-01-31,3215.352,-0.00914843,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-01,3217.711,0.00073367,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-02,3179.628,-0.01183543,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-05,3200.422,0.00653976,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-06,3311.692,0.03476729,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-07,3343.63,0.00964401,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-08,3364.93,0.00637032,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-19,3403.808,0.01155388,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-20,3410.854,0.00207003,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-21,3456.871,0.01349134,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-22,3486.675,0.00862167,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-23,3489.742,0.00087963,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-26,3453.359,-0.0104257,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-27,3494.787,0.01199644,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-28,3450.26,-0.01274098,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-02-29,3516.083,0.01907769,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-01,3537.804,0.00617761,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-04,3540.869,0.00086636,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-05,3565.514,0.00696016,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-06,3551.048,-0.0040572,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-07,3529.72,-0.00600611,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-08,3544.91,0.00430346,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-11,3589.264,0.01251202,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-12,3597.494,0.00229295,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-13,3572.361,-0.00698625,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-14,3562.223,-0.0028379,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-15,3569.993,0.00218122,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-18,3603.528,0.00939358,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-19,3577.63,-0.00718685,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-20,3585.384,0.00216736,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-21,3581.09,-0.00119764,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-22,3545.002,-0.01007738,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-25,3525.763,-0.00542708,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-26,3543.747,0.00510074,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-27,3502.787,-0.01155839,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-28,3520.965,0.00518958,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-03-29,3537.484,0.00469161,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-01,3595.647,0.01644191,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-02,3580.676,-0.00416365,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-03,3567.803,-0.00359513,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-08,3536.408,-0.00879953,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-09,3533.487,-0.00082598,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-10,3504.709,-0.00814436,akshare_sina,passed_current_or_past_only
sh000300,csi300,2024-04-11,3504.245,-0.00013239,akshare_sina,passed_current_or_past_only
