goal_status,candidate_ingress_state,schema_observation_ingress_state,external_artifacts_accepted,accepted_candidate_symbols,accepted_schema_observations,provider_calls_authorized,provider_calls_performed,live_schema_verified,factor_construction_unlocked,downstream_unlock,next_action
PASS_WITH_WARNINGS,CONTRACT_READY_NO_BUNDLE,CONTRACT_READY_NO_BUNDLE,0,0,0,false,false,false,false,false,external_checksummed_bundle_or_explicit_smoke_authority
