goal_status,schema_smoke_plan_state,schema_smoke_call_budget,normalizer_state,pit_availability_state,universe100_state,current_eligible_symbol_count,required_symbol_count,provider_calls_authorized,provider_calls_performed,accepted_rows,acquisition_preflight_status,factor_construction_unlocked,rec_tiering_unlocked,next_action
PASS_WITH_WARNINGS,READY_DESIGN_ONLY_NOT_AUTHORIZED,4,IMPLEMENTED_OFFLINE,BLOCKED_ROW_AVAILABLE_AT_MISSING,BLOCKED,50,100,false,false,0,BLOCKED,false,false,explicit_bounded_schema_smoke_authority_and_100_symbol_source
