trade_date,symbol,canonical_close,canonical_return_1d,source_provider,provider_overlap_status,canonical_price_status,canonical_return_status,adjustment_convention_status,raw_adjusted_semantics,timestamp_alignment_status,provider_timestamp,pit_available_date,suspension_status,corporate_action_discontinuity_flag,risk_model_eligible,quarantine_reason,no_lookahead_status,research_only,not_trading_advice,not_for_execution
2026-07-14,000002.SZ,3.05,0.0304054054,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000063.SZ,39.91,0.1027908262,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,true,true,,passed_current_or_past_only,true,true,true
2026-07-14,000100.SZ,5.13,-0.118556701,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,true,true,,passed_current_or_past_only,true,true,true
2026-07-14,000157.SZ,7.13,0.0229555237,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000166.SZ,4.57,0.0386363636,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000333.SZ,81.18,0.0748047134,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000338.SZ,27.65,0.0146788991,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000425.SZ,8.22,0.0405063291,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000568.SZ,77.65,0.0016769866,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000596.SZ,80.48,0.0085213033,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000651.SZ,39.18,0.0448,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000725.SZ,7.02,-0.1912442396,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,true,true,,passed_current_or_past_only,true,true,true
2026-07-14,000786.SZ,17.22,-0.048092869,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000895.SZ,23.48,0.0482142857,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,000938.SZ,36.98,0.2813582814,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,true,true,,passed_current_or_past_only,true,true,true
2026-07-14,000963.SZ,29.94,0.0647226174,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,001979.SZ,6.33,-0.0155520995,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,002236.SZ,16.32,-0.0103092784,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,002241.SZ,21.73,-0.0355082113,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,002311.SZ,44.89,0.0062766196,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,002352.SZ,32.67,0.0451055662,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,false,true,,passed_current_or_past_only,true,true,true
2026-07-14,002371.SZ,774.2,-0.1239703087,akshare,single_approved_provider_no_overlap_evidence,accepted,accepted,qfq_governed_single_upstream,qfq_adjusted_single_upstream;eastmoney_tencent_qfq_production_v2,date_level_only_no_intraday_timestamp,2026-07-14,2026-07-14,trading,true,true,,passed_current_or_past_only,true,true,true
