provider_id,function_name,symbol,date_start,date_end,attempt_ts,network_enabled,status,failure_class,http_status_if_available,response_type_if_available,rows_returned,schema_valid,retry_allowed,fallback_provider,notes,request_sequence,batch_request_sequence,market_exchange,endpoint_family,elapsed_seconds,response_byte_length_if_available,latest_returned_trade_date,exception_type,terminal_exception_message,retry_count,accepted,rejection_reason,upstream_source,akshare_version,request_parameters,network_context
akshare,stock_zh_a_hist,002352.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:39.864+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,21,21,SZ,push2his.eastmoney.com,0.145861,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002352""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002371.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:40.213+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,22,22,SZ,push2his.eastmoney.com,0.153659,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002371""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002415.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:40.575+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,23,23,SZ,push2his.eastmoney.com,0.155103,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002415""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002460.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:40.938+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,24,24,SZ,push2his.eastmoney.com,0.153227,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002460""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002466.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:41.299+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,25,25,SZ,push2his.eastmoney.com,0.158149,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002466""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002493.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:41.665+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,26,26,SZ,push2his.eastmoney.com,0.145419,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002493""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002594.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:42.020+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,27,27,SZ,push2his.eastmoney.com,0.160289,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002594""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002601.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:42.389+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,28,28,SZ,push2his.eastmoney.com,0.158166,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002601""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002714.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:42.757+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,29,29,SZ,push2his.eastmoney.com,0.147083,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002714""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002736.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:43.108+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,30,30,SZ,push2his.eastmoney.com,0.150058,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002736""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002812.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:43.463+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,31,31,SZ,push2his.eastmoney.com,0.153736,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002812""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002821.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:43.817+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,32,32,SZ,push2his.eastmoney.com,0.132893,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002821""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002841.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:44.152+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,33,33,SZ,push2his.eastmoney.com,0.163803,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002841""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002916.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:44.519+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,34,34,SZ,push2his.eastmoney.com,0.162996,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002916""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,002920.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:44.886+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,35,35,SZ,push2his.eastmoney.com,0.155037,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""002920""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,300015.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:45.246+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,36,36,SZ,push2his.eastmoney.com,0.147213,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""300015""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,300033.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:45.596+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,37,37,SZ,push2his.eastmoney.com,0.140768,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""300033""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,300059.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:45.940+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,38,38,SZ,push2his.eastmoney.com,0.145568,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""300059""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,300122.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:46.290+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,39,39,SZ,push2his.eastmoney.com,0.155509,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""300122""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,300502.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:46.649+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,40,40,SZ,push2his.eastmoney.com,0.154949,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""300502""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist,300628.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:47.006+00:00,true,FAIL,BROWSER_NET_EMPTY_RESPONSE,,,0,false,true,,browser or finance endpoint returned an empty response,41,41,SZ,push2his.eastmoney.com,0.239551,unavailable_at_akshare_dataframe_boundary,,ConnectionError,"('Connection aborted.', RemoteDisconnected('Remote end closed connection without response'))",0,false,BROWSER_NET_EMPTY_RESPONSE,East Money,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""period"":""daily"",""start_date"":""20260714"",""symbol"":""300628""}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""push2his.eastmoney.com""}"
akshare,stock_zh_a_hist_tx,000002.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:47.246+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,42,1,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.721397,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz000002"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,000063.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:48.169+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,43,2,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.523354,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz000063"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,000100.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:48.898+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,44,3,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.520051,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz000100"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
akshare,stock_zh_a_hist_tx,000157.SZ,2026-07-14,2026-07-14,2026-07-15T15:20:49.623+00:00,true,PASS,PROVIDER_OK,,DataFrame,1,true,false,,normalized_tencent_stock_ohlcv;amount_unavailable_from_official_akshare_function,45,4,SZ,web.ifzq.gtimg.cn;proxy.finance.qq.com,0.421932,unavailable_at_akshare_dataframe_boundary,2026-07-14,,,0,true,,Tencent,1.18.64,"{""adjust"":""qfq"",""end_date"":""20260714"",""start_date"":""20260714"",""symbol"":""sz000157"",""timeout"":30}","{""child_proxy_env_present_after_cleanup"":false,""domain_allowed"":true,""inherit_system_proxy"":false,""network_mode"":""finance_direct_requests_proxy_discovery_disabled"",""network_scope"":""finance_only"",""parent_environment_restored"":true,""parent_proxy_env_present"":false,""proxy_keys_removed_for_scope"":""HTTP_PROXY;HTTPS_PROXY;ALL_PROXY;NO_PROXY;http_proxy;https_proxy;all_proxy;no_proxy"",""safe_notes"":""finance-only direct mode removes proxy variables and disables Requests environment/system proxy discovery"",""target_domain"":""proxy.finance.qq.com""}"
