daily_readiness_state,execution_mode,execution_time,generated_at,decision_asof_ts,target_trading_date,expected_previous_trading_date,data_cutoff,latest_available_canonical_date,freshness_code,holdings_mode,risk_state,symbols_evaluated,symbols_within_band,symbols_above_band,symbols_below_band,symbols_abstained,current_gross_exposure,current_cash_weight,action_instruction,research_only,not_trading_advice,not_for_execution
READY_WITH_WARNINGS,daily_operational,2026-07-15T21:20:00+08:00,2026-07-15T21:20:00+08:00,2026-07-15T08:30:00+08:00,2026-07-15,2026-07-14,2026-07-14,2026-07-14,FRESH_T_MINUS_ONE_DATA,research_reference_portfolio,normal_risk_review_only,41,29,0,0,12,0.9999999999,0,none,true,true,true
