trade_date,symbol,composite_regime_label,benchmark_trend_regime,benchmark_volatility_regime,breadth_regime,dispersion_regime,liquidity_regime,downside_risk_regime,risk_score_bucket,downside_risk_bucket,mvp_review_queue_category,mvp_review_priority_level,source_provider,universe_mode,panel_contract_status,no_lookahead_status,label_construction_status,non_actionable_disclaimer
2025-11-19,000001.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,LOW_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000002.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,LOW_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000063.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,LOW_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000100.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,LOW_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000157.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,LOW_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000166.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000333.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000338.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000425.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000538.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000568.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000596.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000651.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000725.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000776.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000786.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000895.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000938.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,000963.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,001979.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002236.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002241.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002271.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002304.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002311.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002352.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002371.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002415.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002459.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002460.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002466.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002475.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002493.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002594.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002601.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002714.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002736.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002812.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002821.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002841.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002916.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,002920.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300014.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300015.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300033.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300059.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,clean_research_watch_queue,CLEAN_RESEARCH_WATCH,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300122.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300124.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300502.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,high_downside_risk_review_queue,RISK_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-19,300628.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,MEDIUM_RISK_REVIEW_ONLY,MEDIUM_DOWNSIDE_RISK_REVIEW_ONLY,volatility_momentum_review_queue,VOLATILITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
2025-11-20,000001.SZ,insufficient_composite_regime_evidence_review_only,benchmark_trend_down_review_only,insufficient_benchmark_vol_evidence_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,LOW_RISK_REVIEW_ONLY,LOW_DOWNSIDE_RISK_REVIEW_ONLY,liquidity_review_queue,LIQUIDITY_REVIEW,baostock,provider_panel_candidate_universe_review_only,source_backed_evaluation_panel_ready_for_dc03,passed_current_or_past_only,constructed_with_insufficient_dimension_warnings,research_only
