trade_date,benchmark_symbol,base_composite_regime_label,refined_composite_regime_label,benchmark_trend_regime,benchmark_volatility_regime,breadth_regime,dispersion_regime,liquidity_regime,downside_risk_regime,benchmark_trend_expanded_agreement,benchmark_volatility_expanded_agreement,breadth_expanded_agreement,dispersion_expanded_agreement,liquidity_expanded_agreement,downside_risk_expanded_agreement,broad_index_trend_20d,broad_index_volatility_20d,sector_breadth_positive_share,sector_dispersion_level,market_liquidity_pressure,expanded_dimension_available_count,expanded_dimension_agreement_count,regime_confidence_tier,source_coverage_score,external_data_quality_score,regime_refinement_status,no_lookahead_status,non_actionable_disclaimer
2026-01-16,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0151033646,0.0067144678,0.3800000000,1.7054537968,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-19,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,diverge_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0056842016,0.0068017746,0.4600000000,2.0946044274,liquidity_normal_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-20,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0036041617,0.0065586209,0.4800000000,2.8550244979,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-21,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0008055567,0.0065602269,0.4000000000,2.1263789680,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-22,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0027652423,0.0066574801,0.3400000000,2.4612269497,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-23,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0055655968,0.0066531444,0.5000000000,2.5764544798,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-26,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0108494138,0.0066318461,0.3800000000,3.0902095473,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-27,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0219026456,0.0065677248,0.2800000000,2.0039978478,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-28,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0149002603,0.0067230442,0.3400000000,1.6101167559,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-29,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0196536098,0.0070479854,0.6200000000,3.5177770845,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-01-30,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0193111841,0.0073326167,0.1200000000,2.6511396970,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-02,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0149319583,0.0069461355,0.2000000000,2.3524540491,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-03,000300.SH,risk_on_low_vol_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,diverge_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0095252097,0.0072424142,0.8400000000,2.3099317384,liquidity_normal_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-04,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0023672803,0.0071474749,0.8000000000,2.3801080550,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-05,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0002738084,0.0071247047,0.4400000000,2.1025493741,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-06,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0060218849,0.0079231398,0.2600000000,2.5777152270,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-09,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0172951331,0.0078359260,0.8400000000,1.8612541400,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-10,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0139625471,0.0078037624,0.4000000000,1.1045225573,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-11,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0276988603,0.0077942517,0.4000000000,1.9036022024,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-12,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0323249452,0.0082053698,0.3800000000,1.5936509531,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-13,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0520144641,0.0085378659,0.1800000000,1.6663498537,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-24,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0494571267,0.0086128279,0.6200000000,2.7328734313,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-25,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0418971674,0.0086234292,0.6800000000,1.6915276999,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-26,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0527493657,0.0086572336,0.3200000000,2.3059537356,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-02-27,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0441716614,0.0086361000,0.5200000000,1.7909898134,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-02,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0500603468,0.0092858123,0.1600000000,2.5274254177,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-03,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0442120896,0.0095862115,0.1400000000,2.0675002031,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-04,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0166335309,0.0098478527,0.2000000000,1.6125175688,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-05,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0363143677,0.0096986884,0.7600000000,2.0800077331,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-06,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0471307746,0.0096828290,0.7400000000,1.6053105438,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-09,000300.SH,risk_off_high_vol_review_only,risk_off_high_vol_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0378811832,0.0089176652,0.2600000000,2.6982433674,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-10,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0169421028,0.0086597784,0.8600000000,1.6462001536,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-11,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0293915019,0.0085128465,0.6600000000,1.7482946946,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-12,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,diverge_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0108787085,0.0084520808,0.4400000000,2.1797377482,liquidity_normal_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-13,000300.SH,risk_off_high_vol_review_only,mixed_uncertain_review_only,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,diverge_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,-0.0049228338,0.0083480602,0.3600000000,1.4139401185,liquidity_normal_review_only,5,4,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-16,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0063628864,0.0076521856,0.4600000000,1.9000835866,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-17,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0103089653,0.0077308769,0.3400000000,1.8207128017,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-18,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0168032878,0.0084315567,0.3800000000,2.3103497768,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-19,000300.SH,mixed_uncertain_review_only,mixed_uncertain_review_only,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_high_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0317286784,0.0084223155,0.1200000000,2.2157378616,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-20,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0416954792,0.0105865371,0.3200000000,2.3702488621,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-23,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0792213965,0.0107654560,0.0600000000,2.0608858220,liquidity_expanded_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-24,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0726088841,0.0112130679,0.8800000000,1.9155682165,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-25,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0548459695,0.0114721367,0.8200000000,1.7978980565,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-26,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_high_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0651775018,0.0116087167,0.1400000000,1.7707025873,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-27,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0596053169,0.0115264746,0.8000000000,2.0040583339,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-30,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0592745467,0.0112601152,0.4400000000,2.0258662268,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-03-31,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0809648334,0.0117923957,0.2600000000,2.9048855257,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-01,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0621378589,0.0117098110,0.8600000000,2.0693562215,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-02,000300.SH,risk_on_high_vol_review_only,risk_on_high_vol_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.0889008119,0.0117493711,0.3200000000,2.1722519266,liquidity_normal_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
2026-04-03,000300.SH,liquidity_stress_review_only,liquidity_stress_review_only,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,agree_review_only,expanded_evidence_unavailable_review_only,0.1035223494,0.0116365565,0.1200000000,1.6963125982,liquidity_stressed_review_only,5,5,high_confidence_review_only,0.6800000000,0.7200000000,refined_with_expanded_cross_source_evidence,passed_current_or_past_only,research_only
