candidate_id,base_refined_factor_id,old_status,new_status,old_ic_1d,new_ic_1d,old_rank_ic_1d,new_rank_ic_1d,old_sign_stability,new_sign_stability,old_regime_consistency,new_regime_consistency,old_sample_size,new_sample_size,oos_change,transition_category,readiness_transition_reason
alpha_risk_adjusted_relative_strength__downside_risk_filtered,alpha_risk_adjusted_relative_strength__downside_risk_filtered,conditionally_useful,not_ready,0.10321,0.025906,0.0150502540,0.00403,0.65,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.077304,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__downside_risk_filtered__readiness_cross_sectional_zscore,alpha_risk_adjusted_relative_strength__downside_risk_filtered,conditionally_useful,not_ready,0.10321,0.025906,0.0150502540,0.00403,0.65,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.077304,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__downside_risk_filtered__readiness_cross_sectional_rank,alpha_risk_adjusted_relative_strength__downside_risk_filtered,conditionally_useful,not_ready,0.093017,0.023927,0.0150502540,0.00403,0.65,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.06909,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__downside_risk_filtered__readiness_winsorized_zscore,alpha_risk_adjusted_relative_strength__downside_risk_filtered,conditionally_useful,not_ready,0.09919,0.023761,0.0150502540,0.003537,0.65,0.5732,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.075429,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__horizon_specific,alpha_risk_adjusted_relative_strength__horizon_specific,conditionally_useful,not_ready,0.092485,0.025906,0.0153641420,0.00403,0.65,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,1000,6714,-0.066579,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__horizon_specific__readiness_cross_sectional_zscore,alpha_risk_adjusted_relative_strength__horizon_specific,conditionally_useful,not_ready,0.092485,0.025906,0.0153641420,0.00403,0.65,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,1000,6714,-0.066579,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__horizon_specific__readiness_cross_sectional_rank,alpha_risk_adjusted_relative_strength__horizon_specific,conditionally_useful,not_ready,0.08827,0.023927,0.0153641420,0.00403,0.65,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,1000,6714,-0.064343,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__horizon_specific__readiness_winsorized_zscore,alpha_risk_adjusted_relative_strength__horizon_specific,conditionally_useful,not_ready,0.088845,0.023761,0.0153641420,0.003537,0.65,0.5732,regime_specific_review_only,extended_index_regime_diagnostics_applied,1000,6714,-0.065084,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__liquidity_filtered,alpha_risk_adjusted_relative_strength__liquidity_filtered,conditionally_useful,not_ready,0.081565,0.025906,-0.0030849812,0.00403,0.6,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.055659,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__liquidity_filtered__readiness_cross_sectional_zscore,alpha_risk_adjusted_relative_strength__liquidity_filtered,conditionally_useful,not_ready,0.081565,0.025906,-0.0030849812,0.00403,0.6,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.055659,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__liquidity_filtered__readiness_cross_sectional_rank,alpha_risk_adjusted_relative_strength__liquidity_filtered,conditionally_useful,not_ready,0.078563,0.023927,-0.0030849812,0.00403,0.6,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.054636,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__liquidity_filtered__readiness_winsorized_zscore,alpha_risk_adjusted_relative_strength__liquidity_filtered,not_ready,not_ready,0.078845,0.023761,-0.0030849812,0.003537,0.55,0.5732,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.055084,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__review_queue_conditioned,alpha_risk_adjusted_relative_strength__review_queue_conditioned,not_ready,not_ready,0.092612,0.025906,0.0297210395,0.00403,0.65,0.561,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.066706,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__review_queue_conditioned__readiness_cross_sectional_zscore,alpha_risk_adjusted_relative_strength__review_queue_conditioned,not_ready,not_ready,0.092612,0.025906,0.0297210395,0.00403,0.65,0.561,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.066706,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__review_queue_conditioned__readiness_cross_sectional_rank,alpha_risk_adjusted_relative_strength__review_queue_conditioned,not_ready,not_ready,0.099422,0.023927,0.0297210395,0.00403,0.6,0.561,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.075495,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__review_queue_conditioned__readiness_winsorized_zscore,alpha_risk_adjusted_relative_strength__review_queue_conditioned,not_ready,not_ready,0.07332,0.023761,0.0297210395,0.003537,0.65,0.5732,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.049559,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__risk_filtered,alpha_risk_adjusted_relative_strength__risk_filtered,conditionally_useful,not_ready,0.106909,0.025906,0.0207837808,0.00403,0.7,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,910,6714,-0.081003,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__risk_filtered__readiness_cross_sectional_zscore,alpha_risk_adjusted_relative_strength__risk_filtered,conditionally_useful,not_ready,0.106909,0.025906,0.0207837808,0.00403,0.7,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,910,6714,-0.081003,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__risk_filtered__readiness_cross_sectional_rank,alpha_risk_adjusted_relative_strength__risk_filtered,conditionally_useful,not_ready,0.094743,0.023927,0.0207837808,0.00403,0.75,0.561,regime_specific_review_only,extended_index_regime_diagnostics_applied,910,6714,-0.070816,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_risk_adjusted_relative_strength__risk_filtered__readiness_winsorized_zscore,alpha_risk_adjusted_relative_strength__risk_filtered,conditionally_useful,not_ready,0.095442,0.023761,0.0207837808,0.003537,0.8,0.5732,regime_specific_review_only,extended_index_regime_diagnostics_applied,910,6714,-0.071681,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__downside_risk_filtered,alpha_vol_adj_momentum_20d__downside_risk_filtered,conditionally_useful,not_ready,0.074492,0.02946,0.0044467740,0.008274,0.7,0.5488,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.045032,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__downside_risk_filtered__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_20d__downside_risk_filtered,conditionally_useful,not_ready,0.074492,0.02946,0.0044467740,0.008274,0.7,0.5488,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.045032,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__downside_risk_filtered__readiness_cross_sectional_rank,alpha_vol_adj_momentum_20d__downside_risk_filtered,conditionally_useful,not_ready,0.08094,0.02562,0.0044467740,0.008274,0.7,0.5366,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.05532,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2,walk_forward_stable"
alpha_vol_adj_momentum_20d__downside_risk_filtered__readiness_winsorized_zscore,alpha_vol_adj_momentum_20d__downside_risk_filtered,conditionally_useful,not_ready,0.078996,0.027356,0.0044467740,0.008,0.75,0.5488,regime_specific_review_only,extended_index_regime_diagnostics_applied,951,6714,-0.05164,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__horizon_specific,alpha_vol_adj_momentum_20d__horizon_specific,conditionally_useful,not_ready,0.060944,0.02946,-0.0034239122,0.008274,0.65,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,1000,6714,-0.031484,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__horizon_specific__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_20d__horizon_specific,conditionally_useful,not_ready,0.060944,0.02946,-0.0034239122,0.008274,0.65,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,1000,6714,-0.031484,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__horizon_specific__readiness_cross_sectional_rank,alpha_vol_adj_momentum_20d__horizon_specific,conditionally_useful,not_ready,0.064817,0.02562,-0.0034239122,0.008274,0.65,0.5366,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,1000,6714,-0.039197,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2,walk_forward_stable"
alpha_vol_adj_momentum_20d__horizon_specific__readiness_winsorized_zscore,alpha_vol_adj_momentum_20d__horizon_specific,conditionally_useful,not_ready,0.064184,0.027356,-0.0034239122,0.008,0.7,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,1000,6714,-0.036828,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__liquidity_filtered,alpha_vol_adj_momentum_20d__liquidity_filtered,not_ready,not_ready,0.051553,0.02946,-0.0117782118,0.008274,0.5,0.5488,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.022093,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__liquidity_filtered__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_20d__liquidity_filtered,not_ready,not_ready,0.051553,0.02946,-0.0117782118,0.008274,0.5,0.5488,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.022093,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__liquidity_filtered__readiness_cross_sectional_rank,alpha_vol_adj_momentum_20d__liquidity_filtered,not_ready,not_ready,0.054356,0.02562,-0.0117782118,0.008274,0.5,0.5366,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.028736,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2,walk_forward_stable"
alpha_vol_adj_momentum_20d__liquidity_filtered__readiness_winsorized_zscore,alpha_vol_adj_momentum_20d__liquidity_filtered,not_ready,not_ready,0.05563,0.027356,-0.0117782118,0.008,0.55,0.5488,regime_specific_review_only,extended_index_regime_diagnostics_applied,780,6714,-0.028274,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__review_queue_conditioned,alpha_vol_adj_momentum_20d__review_queue_conditioned,not_ready,not_ready,0.054122,0.02946,0.0193089894,0.008274,0.6,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.024662,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__review_queue_conditioned__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_20d__review_queue_conditioned,not_ready,not_ready,0.054122,0.02946,0.0193089894,0.008274,0.6,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.024662,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__review_queue_conditioned__readiness_cross_sectional_rank,alpha_vol_adj_momentum_20d__review_queue_conditioned,not_ready,not_ready,0.057302,0.02562,0.0193089894,0.008274,0.6,0.5366,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.031682,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2,walk_forward_stable"
alpha_vol_adj_momentum_20d__review_queue_conditioned__readiness_winsorized_zscore,alpha_vol_adj_momentum_20d__review_queue_conditioned,not_ready,not_ready,0.059842,0.027356,0.0193089894,0.008,0.55,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,260,6714,-0.032486,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__risk_filtered,alpha_vol_adj_momentum_20d__risk_filtered,conditionally_useful,not_ready,0.069899,0.02946,0.0006804977,0.008274,0.65,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,910,6714,-0.040439,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__risk_filtered__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_20d__risk_filtered,conditionally_useful,not_ready,0.069899,0.02946,0.0006804977,0.008274,0.65,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,910,6714,-0.040439,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_20d__risk_filtered__readiness_cross_sectional_rank,alpha_vol_adj_momentum_20d__risk_filtered,conditionally_useful,not_ready,0.070191,0.02562,0.0006804977,0.008274,0.65,0.5366,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,910,6714,-0.044571,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2,walk_forward_stable"
alpha_vol_adj_momentum_20d__risk_filtered__readiness_winsorized_zscore,alpha_vol_adj_momentum_20d__risk_filtered,conditionally_useful,not_ready,0.069902,0.027356,0.0006804977,0.008,0.65,0.5488,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,910,6714,-0.042546,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__downside_risk_filtered,alpha_vol_adj_momentum_5d__downside_risk_filtered,not_ready,not_ready,0.009335,0.028337,0.0000756634,0.007222,0.5652,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1099,6837,0.019002,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__downside_risk_filtered__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_5d__downside_risk_filtered,not_ready,not_ready,0.009335,0.028337,0.0000756634,0.007222,0.5652,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1099,6837,0.019002,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__downside_risk_filtered__readiness_cross_sectional_rank,alpha_vol_adj_momentum_5d__downside_risk_filtered,conditionally_useful,not_ready,0.014767,0.020431,0.0000756634,0.007222,0.6087,0.5569,regime_specific_review_only,extended_index_regime_diagnostics_applied,1099,6837,0.005664,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__downside_risk_filtered__readiness_winsorized_zscore,alpha_vol_adj_momentum_5d__downside_risk_filtered,conditionally_useful,not_ready,0.020892,0.022763,0.0000756634,0.007234,0.6087,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1099,6837,0.001871,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__horizon_specific,alpha_vol_adj_momentum_5d__horizon_specific,not_ready,not_ready,-0.007611,0.028337,-0.0023726090,0.007222,0.4348,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1150,6837,0.035948,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__horizon_specific__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_5d__horizon_specific,not_ready,not_ready,-0.007611,0.028337,-0.0023726090,0.007222,0.4348,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1150,6837,0.035948,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__horizon_specific__readiness_cross_sectional_rank,alpha_vol_adj_momentum_5d__horizon_specific,not_ready,not_ready,-0.004671,0.020431,-0.0023726090,0.007222,0.4348,0.5569,regime_specific_review_only,extended_index_regime_diagnostics_applied,1150,6837,0.025102,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__horizon_specific__readiness_winsorized_zscore,alpha_vol_adj_momentum_5d__horizon_specific,not_ready,not_ready,0.00298,0.022763,-0.0023726090,0.007234,0.5652,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1150,6837,0.019783,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__liquidity_filtered,alpha_vol_adj_momentum_5d__liquidity_filtered,not_ready,not_ready,-0.021292,0.028337,0.0040356064,0.007222,0.5217,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,897,6837,0.049629,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__liquidity_filtered__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_5d__liquidity_filtered,not_ready,not_ready,-0.021292,0.028337,0.0040356064,0.007222,0.5217,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,897,6837,0.049629,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__liquidity_filtered__readiness_cross_sectional_rank,alpha_vol_adj_momentum_5d__liquidity_filtered,not_ready,not_ready,-0.014158,0.020431,0.0040356064,0.007222,0.5217,0.5569,regime_specific_review_only,extended_index_regime_diagnostics_applied,897,6837,0.034589,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__liquidity_filtered__readiness_winsorized_zscore,alpha_vol_adj_momentum_5d__liquidity_filtered,not_ready,not_ready,-0.011897,0.022763,0.0040356064,0.007234,0.5217,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,897,6837,0.03466,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__review_queue_conditioned,alpha_vol_adj_momentum_5d__review_queue_conditioned,not_ready,not_ready,0.015179,0.028337,0.0124234125,0.007222,0.5652,0.5689,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,299,6837,0.013158,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__review_queue_conditioned__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_5d__review_queue_conditioned,not_ready,not_ready,0.015179,0.028337,0.0124234125,0.007222,0.5652,0.5689,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,299,6837,0.013158,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__review_queue_conditioned__readiness_cross_sectional_rank,alpha_vol_adj_momentum_5d__review_queue_conditioned,not_ready,not_ready,0.017075,0.020431,0.0124234125,0.007222,0.5217,0.5569,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,299,6837,0.003356,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__review_queue_conditioned__readiness_winsorized_zscore,alpha_vol_adj_momentum_5d__review_queue_conditioned,not_ready,not_ready,0.03137,0.022763,0.0124234125,0.007234,0.5652,0.5689,not_useful_in_any_regime,extended_index_regime_diagnostics_applied,299,6837,-0.008607,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__risk_filtered,alpha_vol_adj_momentum_5d__risk_filtered,not_ready,not_ready,-0.009538,0.028337,0.0010685452,0.007222,0.5217,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1050,6837,0.037875,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__risk_filtered__readiness_cross_sectional_zscore,alpha_vol_adj_momentum_5d__risk_filtered,not_ready,not_ready,-0.009538,0.028337,0.0010685452,0.007222,0.5217,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1050,6837,0.037875,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__risk_filtered__readiness_cross_sectional_rank,alpha_vol_adj_momentum_5d__risk_filtered,conditionally_useful,not_ready,-0.015823,0.020431,0.0010685452,0.007222,0.7391,0.5569,regime_specific_review_only,extended_index_regime_diagnostics_applied,1050,6837,0.036254,lost_conditional_status,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
alpha_vol_adj_momentum_5d__risk_filtered__readiness_winsorized_zscore,alpha_vol_adj_momentum_5d__risk_filtered,not_ready,not_ready,-0.0094,0.022763,0.0010685452,0.007234,0.5217,0.5689,regime_specific_review_only,extended_index_regime_diagnostics_applied,1050,6837,0.032163,unchanged_not_ready,"not_ready_failed:base_precondition_pass,holdout_strong_ic_1d,holdout_sign_stable_1d,aligned_horizons_ge_2"
