candidate_id,factor_family,old_status,new_status,transition_category,failed_criterion_count,failed_criteria,primary_failure_class,holdout_mean_ic_1d,holdout_sign_consistency_1d,aligned_horizon_count,holdout_valid_rows,research_decision
alpha_risk_adjusted_relative_strength__risk_filtered__readiness_winsorized_zscore,risk_adjusted_alpha_candidate,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.023761,0.5732,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__downside_risk_filtered,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__downside_risk_filtered__readiness_cross_sectional_rank,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,5,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2;walk_forward_stable,holdout_strong_ic_1d,0.02562,0.5366,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__downside_risk_filtered__readiness_cross_sectional_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__downside_risk_filtered__readiness_winsorized_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.027356,0.5488,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__horizon_specific,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__horizon_specific__readiness_cross_sectional_rank,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,5,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2;walk_forward_stable,holdout_strong_ic_1d,0.02562,0.5366,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__horizon_specific__readiness_cross_sectional_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__horizon_specific__readiness_winsorized_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.027356,0.5488,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__liquidity_filtered,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__liquidity_filtered__readiness_cross_sectional_rank,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,5,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2;walk_forward_stable,holdout_strong_ic_1d,0.02562,0.5366,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__liquidity_filtered__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__liquidity_filtered__readiness_winsorized_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.027356,0.5488,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__review_queue_conditioned,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__review_queue_conditioned__readiness_cross_sectional_rank,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,5,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2;walk_forward_stable,holdout_strong_ic_1d,0.02562,0.5366,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__review_queue_conditioned__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__review_queue_conditioned__readiness_winsorized_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.027356,0.5488,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__risk_filtered,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__risk_filtered__readiness_cross_sectional_rank,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,5,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2;walk_forward_stable,holdout_strong_ic_1d,0.02562,0.5366,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__risk_filtered__readiness_cross_sectional_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.02946,0.5488,1,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_20d__risk_filtered__readiness_winsorized_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.027356,0.5488,0,6714,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__downside_risk_filtered,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__downside_risk_filtered__readiness_cross_sectional_rank,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.020431,0.5569,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__downside_risk_filtered__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__downside_risk_filtered__readiness_winsorized_zscore,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.022763,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__horizon_specific,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__horizon_specific__readiness_cross_sectional_rank,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.020431,0.5569,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__horizon_specific__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__horizon_specific__readiness_winsorized_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.022763,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__liquidity_filtered,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__liquidity_filtered__readiness_cross_sectional_rank,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.020431,0.5569,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__liquidity_filtered__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__liquidity_filtered__readiness_winsorized_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.022763,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__review_queue_conditioned,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__review_queue_conditioned__readiness_cross_sectional_rank,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.020431,0.5569,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__review_queue_conditioned__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__review_queue_conditioned__readiness_winsorized_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.022763,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__risk_filtered,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__risk_filtered__readiness_cross_sectional_rank,volatility_adjusted_momentum,conditionally_useful,not_ready,lost_conditional_status,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.020431,0.5569,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__risk_filtered__readiness_cross_sectional_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.028337,0.5689,0,6837,redesign_or_stop_no_promotion
alpha_vol_adj_momentum_5d__risk_filtered__readiness_winsorized_zscore,volatility_adjusted_momentum,not_ready,not_ready,unchanged_not_ready,4,base_precondition_pass;holdout_strong_ic_1d;holdout_sign_stable_1d;aligned_horizons_ge_2,holdout_strong_ic_1d,0.022763,0.5689,0,6837,redesign_or_stop_no_promotion
