trade_date,benchmark_symbol,benchmark_trend_regime,benchmark_volatility_regime,breadth_regime,dispersion_regime,liquidity_regime,downside_risk_regime,composite_regime_label,benchmark_trailing_return_5d,benchmark_trailing_return_20d,benchmark_trailing_volatility_20d,universe_positive_return_share,universe_negative_return_share,universe_return_dispersion,universe_liquidity_proxy,high_downside_risk_share,valid_symbol_count,source_provider,universe_mode,no_lookahead_status,label_construction_status,non_actionable_disclaimer
2026-02-09,000300.SH,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0024394498,-0.0172951331,0.0078359260,0.8400000000,0.1400000000,1.8612541400,1.5035620000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-10,000300.SH,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,liquidity_stress_review_only,0.0024533181,-0.0139625471,0.0078037624,0.4000000000,0.6000000000,1.1045225573,1.1348760000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-11,000300.SH,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,liquidity_stress_review_only,0.0027696018,-0.0276988603,0.0077942517,0.4000000000,0.6000000000,1.9036022024,1.1735940000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-12,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,liquidity_stress_review_only,-0.0018923514,-0.0323249452,0.0082053698,0.3800000000,0.6200000000,1.5936509531,1.2174720000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-13,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,liquidity_stress_review_only,0.0146474805,-0.0520144641,0.0085378659,0.1800000000,0.8000000000,1.6663498537,1.1874140000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-24,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0109712835,-0.0494571267,0.0086128279,0.6200000000,0.3600000000,2.7328734313,1.4594600000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-25,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0281385797,-0.0418971674,0.0086234292,0.6800000000,0.3200000000,1.6915276999,1.5662260000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-26,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_off_high_vol_review_only,-0.0167514094,-0.0527493657,0.0086572336,0.3200000000,0.6800000000,2.3059537356,1.5894860000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-02-27,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0106583875,-0.0441716614,0.0086361000,0.5200000000,0.4600000000,1.7909898134,1.4098500000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-02,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_off_high_vol_review_only,-0.0239419813,-0.0500603468,0.0092858123,0.1600000000,0.8400000000,2.5274254177,1.7292800000,0.0600000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-03,000300.SH,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,risk_off_high_vol_review_only,0.0040507776,-0.0442120896,0.0095862115,0.1400000000,0.8400000000,2.0675002031,1.9183380000,0.2000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-04,000300.SH,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,liquidity_stress_review_only,0.0221332841,-0.0166335309,0.0098478527,0.2000000000,0.7800000000,1.6125175688,1.4060240000,0.1400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-05,000300.SH,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_off_high_vol_review_only,0.0085780209,-0.0363143677,0.0096986884,0.7600000000,0.2200000000,2.0800077331,1.4107020000,0.0800000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-06,000300.SH,benchmark_trend_down_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,liquidity_stress_review_only,0.0018669915,-0.0471307746,0.0096828290,0.7400000000,0.2600000000,1.6053105438,1.2560660000,0.0600000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-09,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_off_high_vol_review_only,0.0121556810,-0.0378811832,0.0089176652,0.2600000000,0.7400000000,2.6982433674,1.6897980000,0.1000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-10,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,liquidity_stress_review_only,-0.0079826623,-0.0169421028,0.0086597784,0.8600000000,0.1400000000,1.6462001536,1.2831100000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-11,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0098126348,-0.0293915019,0.0085128465,0.6600000000,0.3000000000,1.7482946946,1.4616680000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-12,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,mixed_uncertain_review_only,-0.0222523014,-0.0108787085,0.0084520808,0.4400000000,0.5400000000,2.1797377482,1.5724760000,0.0800000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-13,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_off_high_vol_review_only,-0.0218717151,-0.0049228338,0.0083480602,0.3600000000,0.6000000000,1.4139401185,1.5014960000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-16,000300.SH,benchmark_trend_flat_review_only,benchmark_vol_low_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,mixed_uncertain_review_only,-0.0542778106,0.0063628864,0.0076521856,0.4600000000,0.5200000000,1.9000835866,1.4879920000,0.0600000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-17,000300.SH,benchmark_trend_up_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0350876406,0.0103089653,0.0077308769,0.3400000000,0.6600000000,1.8207128017,1.5386820000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-18,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_stressed_review_only,downside_risk_low_review_only,liquidity_stress_review_only,-0.0259463666,0.0168032878,0.0084315567,0.3800000000,0.6000000000,2.3103497768,1.3237240000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-19,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_high_review_only,mixed_uncertain_review_only,-0.0230658975,0.0317286784,0.0084223155,0.1200000000,0.8800000000,2.2157378616,1.4851520000,0.2000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-20,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_on_high_vol_review_only,-0.0141116373,0.0416954792,0.0105865371,0.3200000000,0.6800000000,2.3702488621,1.7300920000,0.1200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-23,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,risk_on_high_vol_review_only,0.0167390105,0.0792213965,0.0107654560,0.0600000000,0.9400000000,2.0608858220,1.9379160000,0.4800000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-24,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_on_high_vol_review_only,-0.0055138839,0.0726088841,0.0112130679,0.8800000000,0.1200000000,1.9155682165,1.5524680000,0.1400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-25,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_on_high_vol_review_only,-0.0025121513,0.0548459695,0.0114721367,0.8200000000,0.1800000000,1.7978980565,1.4811080000,0.0600000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-26,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_high_review_only,risk_on_high_vol_review_only,0.0003081607,0.0651775018,0.0116087167,0.1400000000,0.8400000000,1.7707025873,1.4294940000,0.2400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-27,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,-0.0137212531,0.0596053169,0.0115264746,0.8000000000,0.1800000000,2.0040583339,1.5652440000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-30,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_on_high_vol_review_only,-0.0114279545,0.0592745467,0.0112601152,0.4400000000,0.5600000000,2.0258662268,1.5317760000,0.0800000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-03-31,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_on_high_vol_review_only,0.0326977726,0.0809648334,0.0117923957,0.2600000000,0.7400000000,2.9048855257,1.5406320000,0.1200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-01,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0088723613,0.0621378589,0.0117098110,0.8600000000,0.1200000000,2.0693562215,1.4576060000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-02,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,risk_on_high_vol_review_only,0.0351985764,0.0889008119,0.0117493711,0.3200000000,0.6800000000,2.1722519266,1.5018540000,0.0800000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-03,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,liquidity_stress_review_only,0.0462453192,0.1035223494,0.0116365565,0.1200000000,0.8800000000,1.6963125982,1.2128460000,0.1400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-07,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_stressed_review_only,downside_risk_mixed_review_only,liquidity_stress_review_only,0.0587007497,0.0971252593,0.0138171449,0.3400000000,0.6400000000,1.7289111119,1.0832500000,0.0600000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-08,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0195167679,0.0775272024,0.0137678558,0.9600000000,0.0400000000,2.7234360878,1.8560400000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-09,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0373139844,0.0836189432,0.0142309981,0.1800000000,0.8200000000,1.9134986148,1.5485340000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-10,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0198651567,0.0780267636,0.0142176118,0.7600000000,0.2200000000,2.2051311672,1.9321020000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-13,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0239525607,0.0577773499,0.0144571842,0.4600000000,0.5400000000,1.8087469683,1.7485720000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-14,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0141904433,0.0336735688,0.0143778582,0.7800000000,0.2000000000,1.7507961078,1.7573980000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-15,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0244129316,0.0316477059,0.0145332194,0.4400000000,0.5400000000,1.9496230702,1.7590380000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-16,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0104968794,0.0245482648,0.0140174297,0.5400000000,0.4400000000,2.0378935045,1.6850380000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-17,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0086064763,0.0258060636,0.0139957609,0.2000000000,0.7600000000,2.0979365548,1.6500020000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-20,000300.SH,benchmark_trend_flat_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,0.0028387104,0.0053927511,0.0115060959,0.5200000000,0.4600000000,2.1743628452,1.7382980000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-21,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,-0.0020530005,0.0161700186,0.0113429463,0.4000000000,0.6000000000,1.9056912199,1.6620560000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-22,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0022334652,0.0254124748,0.0111585668,0.5600000000,0.4400000000,2.4054513164,1.8648620000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-23,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0043832356,0.0337465430,0.0106555979,0.2600000000,0.7200000000,2.3823192280,1.9975480000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-24,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0225867205,0.0291029287,0.0106586964,0.4400000000,0.5400000000,3.1012250947,2.1211520000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-27,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0271566426,0.0300289236,0.0106666724,0.5400000000,0.4400000000,2.5267449639,2.0205860000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-28,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0238963687,0.0281435766,0.0104134021,0.5400000000,0.4400000000,2.9653366019,1.8822160000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-29,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0294136381,0.0070491383,0.0100043995,0.7800000000,0.2000000000,2.4163781287,2.1740080000,0.0200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-04-30,000300.SH,benchmark_trend_up_review_only,benchmark_vol_high_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_high_vol_review_only,0.0292761837,0.0223102461,0.0097976172,0.3600000000,0.5800000000,1.9291548518,2.0748000000,0.0400000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-06,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_on_low_vol_review_only,0.0248608126,0.0126542384,0.0093453397,0.6000000000,0.4000000000,2.4415767900,2.3713100000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-07,000300.SH,benchmark_trend_flat_review_only,benchmark_vol_high_review_only,breadth_mixed_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,0.0028746601,0.0008643182,0.0095833777,0.5200000000,0.4400000000,2.3406459562,2.1680060000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-08,000300.SH,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_low_review_only,liquidity_normal_review_only,downside_risk_low_review_only,risk_off_high_vol_review_only,-0.0025286786,-0.0112876213,0.0072279843,0.3200000000,0.6800000000,1.6488307835,1.8827580000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-11,000300.SH,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_positive_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,mixed_uncertain_review_only,-0.0238927310,-0.0481035259,0.0069311949,0.8000000000,0.1800000000,2.4418286650,2.4998540000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-12,000300.SH,benchmark_trend_down_review_only,benchmark_vol_low_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_off_high_vol_review_only,-0.0192324991,-0.0295542695,0.0065874313,0.2800000000,0.7000000000,1.9157067601,2.0793900000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-13,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_low_review_only,risk_off_high_vol_review_only,-0.0295381366,-0.0499662718,0.0079658733,0.4200000000,0.5800000000,2.6020814378,2.0253260000,0.0000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-14,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,risk_off_high_vol_review_only,-0.0267569238,-0.0391049146,0.0082405965,0.1600000000,0.8400000000,2.2009769169,2.0238980000,0.1000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-15,000300.SH,benchmark_trend_down_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_expanded_review_only,downside_risk_mixed_review_only,risk_off_high_vol_review_only,-0.0029831924,-0.0169298345,0.0083117538,0.2000000000,0.7800000000,1.8908598988,1.9969760000,0.0800000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-18,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,mixed_uncertain_review_only,0.0182214272,0.0120386086,0.0080539664,0.2800000000,0.7200000000,2.1608975118,1.7337020000,0.1600000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-19,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_mixed_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,mixed_uncertain_review_only,0.0195690059,0.0064598711,0.0080361495,0.5200000000,0.4600000000,1.8335153115,1.6506640000,0.1200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-20,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_medium_review_only,liquidity_normal_review_only,downside_risk_mixed_review_only,mixed_uncertain_review_only,0.0118480632,0.0166339085,0.0086055191,0.3600000000,0.6200000000,1.9088102560,1.6510000000,0.1000000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
2026-05-21,000300.SH,benchmark_trend_up_review_only,benchmark_vol_medium_review_only,breadth_negative_review_only,dispersion_high_review_only,liquidity_expanded_review_only,downside_risk_high_review_only,mixed_uncertain_review_only,0.0274122987,0.0331377307,0.0090328354,0.2600000000,0.6600000000,3.4898160958,2.4550380000,0.2200000000,50,baostock,provider_panel_candidate_universe_review_only,passed_current_or_past_only,constructed,research_only
