trading_date,asof_ts,portfolio_id,symbol,holdings_mode,constraint_id,current_value,threshold,breach,severity,evidence_availability,fail_closed,action_instruction,constraint_source,research_only,not_trading_advice,not_for_execution
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300059.SZ,research_reference_portfolio,min_history_observations,842,120,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300122.SZ,research_reference_portfolio,max_symbol_weight,0.0243902439,0.1,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300122.SZ,research_reference_portfolio,max_symbol_risk_contribution,0.018998935,0.2,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300122.SZ,research_reference_portfolio,min_history_observations,842,120,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300502.SZ,research_reference_portfolio,max_symbol_weight,0.0243902439,0.1,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300502.SZ,research_reference_portfolio,max_symbol_risk_contribution,0.0754710803,0.2,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300502.SZ,research_reference_portfolio,min_history_observations,842,120,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300628.SZ,research_reference_portfolio,max_symbol_weight,0.0243902439,0.1,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300628.SZ,research_reference_portfolio,max_symbol_risk_contribution,0.0177102903,0.2,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,300628.SZ,research_reference_portfolio,min_history_observations,842,120,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,quarantined_rows_excluded,6,excluded_from_risk_model=true,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,research_reference_only_without_holdings,current_holdings_not_supplied,valid_snapshot_required,true,high,unavailable_no_current_holdings_snapshot,true,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,no_action_instruction,none,action_instruction=none,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,gross_exposure_max,1,1,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,cash_buffer_band,unavailable_no_current_cash_snapshot,0.00_to_0.05,true,high,unavailable_no_current_holdings_or_cash_snapshot,true,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,turnover_limit,0.216781557,0.5,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,volatility_budget,0.2143067911,0.35,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,cluster_concentration_cap,0.3414634146,0.6,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,beta_budget,1.1623355098,1.2,false,none,available,false,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
2026-07-01,2026-07-01T08:30:00+08:00,research_reference_portfolio,,research_reference_portfolio,liquidity_limit,unavailable_no_volume_or_amount_field,capacity_from_volume_or_amount,true,high,unavailable_no_volume_or_amount_field,true,none,GOAL-PREMARKET-PORTFOLIO-RISK-MANAGEMENT-01,true,true,true
