report_date,benchmark_symbol,benchmark_return_1d,benchmark_return_5d,benchmark_return_20d,universe_coverage,number_of_symbols,number_of_warnings,factor_readiness_status,data_replay_live_status,run_mode,non_actionable_disclaimer
2026-05-21,000300.SH,0.0129618931,0.0274122987,0.0331377307,50_symbols;providers=baostock;universe_modes=provider_panel_candidate_universe_review_only,50,102,no_factor_ready_for_rec_tiering,committed_evidence_replay_not_live_signal,committed_evidence_replay,research_only_not_investment_advice_not_trade_instruction
